Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00+01:00,50.61077076325522,51.64180632451136,50.55541180282402,51.35810089111328,1232319,0.0,0.0
2020-01-03 00:00:00+01:00,51.0190432392239,51.08823930924633,50.05028242094464,50.73533248901367,1153245,0.0,0.0
2020-01-06 00:00:00+01:00,50.39626174374626,50.54849624633789,49.849603884131334,50.54849624633789,1039192,0.0,0.0
2020-01-07 00:00:00+01:00,50.92907686675305,51.42729695199176,50.749162885012176,51.35810089111328,1302124,0.0,0.0
2020-01-08 00:00:00+01:00,51.164350946457574,51.551853119449184,51.03287473234064,51.48957824707031,941807,0.0,0.0
2020-01-09 00:00:00+01:00,51.967036153542104,52.140028953839725,51.454978942871094,51.454978942871094,1391131,0.0,0.0
2020-01-10 00:00:00+01:00,51.544933242738054,51.87016055163735,51.35810334152,51.60029220581055,1102138,0.0,0.0
2020-01-13 00:00:00+01:00,51.69025343206842,51.76637069658041,50.783772728380846,50.94984436035156,884147,0.0,0.0
2020-01-14 00:00:00+01:00,51.02596035316923,51.08131932222045,50.555419674877584,50.72149658203125,979352,0.0,0.0
2020-01-15 00:00:00+01:00,50.57617720236426,50.700732241181946,49.66969653499892,49.953407287597656,1607651,0.0,0.0
2020-01-16 00:00:00+01:00,49.95340656218313,50.140236478035646,48.832411229102924,49.24759292602539,1730300,0.0,0.0
2020-01-17 00:00:00+01:00,49.607415866743764,49.78732457345947,49.06767918795431,49.171470642089844,2112839,0.0,0.0
2020-01-20 00:00:00+01:00,49.074594846827914,49.72504944578531,49.005398784652286,49.57281494140625,837922,0.0,0.0
2020-01-21 00:00:00+01:00,49.39982339110776,49.821926244132925,49.08151727362213,49.413665771484375,888947,0.0,0.0
2020-01-22 00:00:00+01:00,49.51054679030379,50.250955842667956,48.105840668776054,49.095359802246094,1755064,0.0,0.0
2020-01-23 00:00:00+01:00,48.81857208637829,49.06076095951651,48.050483603481744,48.22347640991211,1472242,0.0,0.0
2020-01-24 00:00:00+01:00,48.5071845176889,48.65941904035729,48.00204845173115,48.029727935791016,1281775,0.0,0.0
2020-01-27 00:00:00+01:00,47.40002990903102,47.60762339262402,46.75649644507861,46.84645080566406,1828640,0.0,0.0
2020-01-28 00:00:00+01:00,46.77032998684244,46.867210809980506,45.898450092490535,46.23751449584961,2112085,0.0,0.0
2020-01-29 00:00:00+01:00,46.23751578533379,46.528142424889495,45.822334117494016,46.05068588256836,1456090,0.0,0.0
2020-01-30 00:00:00+01:00,45.670100127079,45.94688966856194,45.15804290689447,45.365631103515625,1995833,0.0,0.0
2020-01-31 00:00:00+01:00,45.39330850784442,45.44866746947138,44.431468986690795,44.52142333984375,2069682,0.0,0.0
2020-02-03 00:00:00+01:00,44.521427114740014,44.8051378576427,44.21696335861905,44.54910659790039,1818370,0.0,0.0
2020-02-04 00:00:00+01:00,44.652900585406066,45.123441211462946,44.25847721351437,44.94352722167969,1938049,0.0,0.0
2020-02-05 00:00:00+01:00,45.04732463517084,46.06452315675659,44.69441784048731,45.82233428955078,2017296,0.0,0.0
2020-02-06 00:00:00+01:00,46.196004437030275,46.555827182112246,45.74622204618636,45.89845657348633,1618304,0.0,0.0
2020-02-07 00:00:00+01:00,45.60090687099831,45.60090687099831,44.41763665559614,44.76362228393555,2438775,0.0,0.0
2020-02-10 00:00:00+01:00,44.65289961646192,44.92276795562017,43.9955291040141,44.15468215942383,1969048,0.0,0.0
2020-02-11 00:00:00+01:00,44.479910355368055,45.1649604031079,44.27231951180025,44.56986999511719,2075594,0.0,0.0
2020-02-12 00:00:00+01:00,44.83973861949073,46.4105110168457,44.7567001698465,46.4105110168457,2590748,0.0,0.0
2020-02-13 00:00:00+01:00,46.15447876861123,46.175242340069026,45.64242153840369,46.07836151123047,1643472,0.0,0.0
2020-02-14 00:00:00+01:00,46.016088106184114,46.472791665071775,45.51786796169637,45.57322692871094,1456966,0.0,0.0
2020-02-17 00:00:00+01:00,45.93997560947216,46.465875291992994,45.88461663671792,46.023014068603516,1298707,0.0,0.0
2020-02-18 00:00:00+01:00,45.566306114573294,45.787736705139835,45.11652374267578,45.11652374267578,1359236,0.0,0.0
2020-02-19 00:00:00+01:00,45.44174714198053,45.64934061236146,44.639063300438174,45.289512634277344,1326708,0.0,0.0
2020-02-20 00:00:00+01:00,45.324114617551324,45.96764805917186,44.991966111193044,45.1926383972168,1793835,0.0,0.0
2020-02-21 00:00:00+01:00,45.01964579144461,45.32411481700275,44.34151695365602,44.63906478881836,2005662,0.0,0.0
2020-02-24 00:00:00+01:00,43.59418940382129,43.66338547399475,41.94037851386334,42.514713287353516,3729450,0.0,0.0
2020-02-25 00:00:00+01:00,42.89529718646484,43.12364631695877,41.926536420405036,42.23100280761719,2409281,0.0,0.0
2020-02-26 00:00:00+01:00,42.04417372037877,43.06829353546454,41.46983893184515,42.74998474121094,3322283,0.0,0.0
2020-02-27 00:00:00+01:00,41.84350105445517,42.14104889404209,40.86782172733502,41.40755844116211,3225348,0.0,0.0
2020-02-28 00:00:00+01:00,39.95442151843083,40.77786636352539,39.55307692255661,40.77786636352539,5834942,0.0,0.0
2020-03-02 00:00:00+01:00,41.10309151312284,41.241483645358095,39.435440978945074,40.13433074951172,3315364,0.0,0.0
2020-03-03 00:00:00+01:00,40.480317786218045,41.02697570266164,39.71915047345263,39.968257904052734,4135929,0.0,0.0
2020-03-04 00:00:00+01:00,40.1066523105719,40.86090106538295,39.76066669166153,40.52875518798828,2320426,0.0,0.0
2020-03-05 00:00:00+01:00,40.70174434245502,40.764021853852846,39.788342601727344,40.18276596069336,2447364,0.0,0.0
2020-03-06 00:00:00+01:00,39.25552977948146,39.98209908410794,38.798828847459596,39.59459686279297,3189387,0.0,0.0
2020-03-09 00:00:00+01:00,37.366440698318385,37.615550725319494,35.29052732618958,35.30436706542969,5395201,0.0,0.0
2020-03-10 00:00:00+01:00,35.64343551760875,37.47024171148587,34.64699793521632,34.82691192626953,4299614,0.0,0.0
2020-03-11 00:00:00+01:00,35.41508756359529,36.7090730173201,34.77847266294848,35.048343658447266,3245931,0.0,0.0
2020-03-12 00:00:00+01:00,32.77175709728679,33.42220908777001,29.962353019891943,30.502092361450195,6712618,0.0,0.0
2020-03-13 00:00:00+01:00,31.764939209883405,34.10380276097979,30.488254055703635,31.429332733154297,6324387,0.0,0.0
2020-03-16 00:00:00+01:00,29.353418624748738,29.789361243434737,27.21523003516401,27.741127014160156,6612181,0.0,0.0
2020-03-17 00:00:00+01:00,28.78599904754998,29.149284960488508,26.215326096189916,27.924495697021484,3975016,0.0,0.0
2020-03-18 00:00:00+01:00,26.96957646164353,27.343241543127554,25.46453962971474,27.080291748046875,4654563,0.0,0.0
2020-03-19 00:00:00+01:00,26.94535547726938,27.734204801091693,25.322684934729544,26.059633255004883,4697097,0.0,0.0
2020-03-20 00:00:00+01:00,27.073377201046725,28.806766052321066,26.986880788263825,28.62685203552246,6491031,0.0,0.0
2020-03-23 00:00:00+01:00,27.298264095435158,28.398498398038818,26.640890934065066,27.54045295715332,4318784,0.0,0.0
2020-03-24 00:00:00+01:00,29.0627922092765,31.52621078491211,28.734106924678766,31.52621078491211,4628692,0.0,0.0
2020-03-25 00:00:00+01:00,32.847871410503565,33.75089397449682,30.765036766018277,32.34965133666992,3669902,0.0,0.0
2020-03-26 00:00:00+01:00,31.484692135779678,32.85479490536859,31.21482376839016,32.73023986816406,2612333,0.0,0.0
2020-03-27 00:00:00+01:00,31.955232931595578,32.16628437663005,31.225203042639123,31.495071411132812,2554659,0.0,0.0
2020-03-30 00:00:00+02:00,31.726880414491692,32.01058851834574,30.398296895856394,31.643844604492188,2283311,0.0,0.0
2020-03-31 00:00:00+02:00,31.965615081702175,33.07622873929211,31.591949933449172,32.602230072021484,2546075,0.0,0.0
2020-04-01 00:00:00+02:00,31.488146219683276,31.50198595869527,30.509006461782462,30.713136672973633,2362849,0.0,0.0
2020-04-02 00:00:00+02:00,31.26325805689481,32.41539070265609,30.17686351778471,31.0452880859375,2633606,0.0,0.0
2020-04-03 00:00:00+02:00,30.79271879142889,31.484690000225044,30.46749147860328,30.96571159362793,4331430,0.0,0.0
2020-04-06 00:00:00+02:00,32.868632819922965,33.743975987413094,32.20088048967916,33.60212326049805,2883526,0.0,0.0
2020-04-07 00:00:00+02:00,34.97914342914315,35.92714322853853,33.667857695991046,34.40134811401367,2625937,0.0,0.0
2020-04-08 00:00:00+02:00,34.28717565249586,34.68159906236929,33.674782244427405,34.01730728149414,2262731,0.0,0.0
2020-04-09 00:00:00+02:00,34.69544059704464,35.698799511058134,34.07612596611789,35.16598129272461,2485969,0.0,0.0
2020-04-14 00:00:00+02:00,35.774912654717944,36.16933603952706,35.28361372131161,35.539642333984375,1909198,0.0,0.0
